00:37:20.454 [main] INFO  c.p.app.francoApplication - Starting francoApplication on Destiny with PID 8160 (D:\VediraWorkspace\franco\target\classes started by sachin in D:\VediraWorkspace\franco) 
00:37:22.194 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.cache-org.springframework.boot.autoconfigure.cache.CacheProperties' of type [org.springframework.boot.autoconfigure.cache.CacheProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
00:37:22.198 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheManagerCustomizers' of type [org.springframework.boot.autoconfigure.cache.CacheManagerCustomizers] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
00:37:22.198 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.boot.autoconfigure.cache.SimpleCacheConfiguration' of type [org.springframework.boot.autoconfigure.cache.SimpleCacheConfiguration$$EnhancerBySpringCGLIB$$8207bad0] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
00:37:22.217 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheManager' of type [org.springframework.cache.concurrent.ConcurrentMapCacheManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
00:37:22.217 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'cacheAutoConfigurationValidator' of type [org.springframework.boot.autoconfigure.cache.CacheAutoConfiguration$CacheManagerValidator] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying) 
00:37:22.499 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 9090 (http) 
00:37:22.502 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat] 
00:37:22.502 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.20 
00:37:22.599 [localhost-startStop-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext 
00:37:22.599 [localhost-startStop-1] INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2089 ms 
00:37:22.878 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'metricsFilter' to: [/*] 
00:37:22.878 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*] 
00:37:22.878 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*] 
00:37:22.878 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*] 
00:37:22.878 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*] 
00:37:22.878 [localhost-startStop-1] INFO  o.s.b.w.s.DelegatingFilterProxyRegistrationBean - Mapping filter: 'springSecurityFilterChain' to: [/*] 
00:37:22.878 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'webRequestLoggingFilter' to: [/*] 
00:37:22.878 [localhost-startStop-1] INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'applicationContextIdFilter' to: [/*] 
00:37:22.878 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/] 
00:37:22.878 [localhost-startStop-1] INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'messageDispatcherServlet' to [/services/*] 
00:37:23.263 [main] WARN  o.a.tomcat.jdbc.pool.ConnectionPool - maxIdle is larger than maxActive, setting maxIdle to: 50 
00:37:25.222 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'default' 
00:37:25.278 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: default
	...] 
00:37:25.600 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.0.12.Final} 
00:37:25.607 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found 
00:37:25.607 [main] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist 
00:37:25.838 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.0.1.Final} 
00:37:26.271 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect 
00:37:27.573 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default' 
00:37:28.128 [main] INFO  o.h.h.i.QueryTranslatorFactoryInitiator - HHH000397: Using ASTQueryTranslatorFactory 
00:37:30.179 [main] INFO  o.s.b.a.s.AuthenticationManagerConfiguration - 

Using default security password: af6d6628-4f5b-495f-b8b8-f946c4c0ea3e
 
00:37:30.380 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - Creating filter chain: org.springframework.security.web.util.matcher.AnyRequestMatcher@1, [com.franco.app.WebSecurityCorsFilter@7ac1b6c0, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3a751535, org.springframework.security.web.context.SecurityContextPersistenceFilter@54286339, org.springframework.security.web.header.HeaderWriterFilter@422ba9b7, org.springframework.security.web.authentication.logout.LogoutFilter@126254ec, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@32513dea, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6785df10, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@31f1b268, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@7fb82f73, org.springframework.security.web.session.SessionManagementFilter@71beada8, org.springframework.security.web.access.ExceptionTranslationFilter@3359c3f6, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@520c3dcb] 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/brand/{brandId}],methods=[GET]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Brand> com.franco.app.controller.BrandController.brand(java.lang.String) 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/brand/list],methods=[GET]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.franco.app.dataobjects.Brand>> com.franco.app.controller.BrandController.brandList() 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/addBrand],methods=[POST]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Brand> com.franco.app.controller.BrandController.addBrand(com.franco.app.dataobjects.Brand) throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/updateBrand],methods=[PUT]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Brand> com.franco.app.controller.BrandController.updateBrand(com.franco.app.dataobjects.Brand) throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/city/list],methods=[GET]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.franco.app.dataobjects.City>> com.franco.app.controller.CityController.cityList() 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/assignContactEnquiries],methods=[GET]}" onto public org.springframework.http.ResponseEntity<org.springframework.http.HttpStatus> com.franco.app.controller.ContactEnquiriesController.assignContactEnquiries(java.lang.String,java.lang.String) throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveContactEnquiryComment],methods=[POST]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Enquiries> com.franco.app.controller.ContactEnquiriesController.saveContactEnquiryComment(com.franco.app.vo.CommentsVO) throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/listContactEnquiries],methods=[GET]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.franco.app.dataobjects.ContactEnquiries>> com.franco.app.controller.ContactEnquiriesController.listContactEnquiries() throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveContactEnquiry],methods=[POST]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.ContactEnquiries> com.franco.app.controller.ContactEnquiriesController.saveContactEnquiry(com.franco.app.dataobjects.ContactEnquiries) throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/listEnquiries],methods=[GET]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.franco.app.dataobjects.Enquiries>> com.franco.app.controller.EnquiriesController.listEnquiries() throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/assignEnquiries],methods=[GET]}" onto public org.springframework.http.ResponseEntity<org.springframework.http.HttpStatus> com.franco.app.controller.EnquiriesController.assignEnquiries(java.lang.String,java.lang.String) throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveEnquiry],methods=[POST]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Enquiries> com.franco.app.controller.EnquiriesController.saveEnquiry(com.franco.app.dataobjects.Enquiries) throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/saveEnquiryComment],methods=[POST]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Enquiries> com.franco.app.controller.EnquiriesController.saveEnquiryComment(com.franco.app.vo.CommentsVO) throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/hello/{name}],methods=[GET]}" onto public org.springframework.http.ResponseEntity<java.lang.String> com.franco.app.controller.HelloWorlController.sayHello(java.lang.String) 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/image/upload],methods=[POST]}" onto public org.springframework.http.ResponseEntity<java.lang.Long> com.franco.app.controller.ImageController.uploadDocument(org.springframework.web.multipart.MultipartHttpServletRequest) throws java.lang.Exception 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/images/{id}],methods=[GET]}" onto public org.springframework.http.ResponseEntity<org.springframework.core.io.Resource> com.franco.app.controller.ImageController.download(java.lang.Long) throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/location/{locationId}],methods=[GET]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Location> com.franco.app.controller.LocationController.location(java.lang.String) 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/updateLocation],methods=[PUT]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Location> com.franco.app.controller.LocationController.updateLocation(com.franco.app.dataobjects.Location) throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/addLocation],methods=[POST]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Location> com.franco.app.controller.LocationController.addLocation(com.franco.app.dataobjects.Location) throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/location/list],methods=[GET]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.franco.app.dataobjects.City>> com.franco.app.controller.LocationController.locationlist(java.lang.String) 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/mode/{modeId}],methods=[GET]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Mode> com.franco.app.controller.ModeController.mode(java.lang.String) 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/mode/list],methods=[GET]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.franco.app.dataobjects.Mode>> com.franco.app.controller.ModeController.modeList() 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/addMode],methods=[POST]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Mode> com.franco.app.controller.ModeController.addMode(com.franco.app.dataobjects.Mode) throws java.io.IOException 
00:37:30.463 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/updateMode],methods=[PUT]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Mode> com.franco.app.controller.ModeController.updateMode(com.franco.app.dataobjects.Mode) throws java.io.IOException 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/{productId}],methods=[GET]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Product> com.franco.app.controller.ProductController.product(java.lang.String) 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/filteredproduct/list],methods=[POST]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.franco.app.dataobjects.Product>> com.franco.app.controller.ProductController.filterProducts(com.franco.app.vo.FilterParamVO) throws java.io.IOException,java.lang.InterruptedException 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/updateProduct],methods=[PUT]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Product> com.franco.app.controller.ProductController.updateProduct(com.franco.app.dataobjects.Product) throws java.io.IOException 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/list/all],methods=[GET]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.franco.app.dataobjects.Product>> com.franco.app.controller.ProductController.productlistAll() 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/addProduct],methods=[POST]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Product> com.franco.app.controller.ProductController.addProduct(com.franco.app.dataobjects.Product) throws java.io.IOException 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/product/list],methods=[GET]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.franco.app.dataobjects.Product>> com.franco.app.controller.ProductController.productlist() 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/{userId}],methods=[GET]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.Brand> com.franco.app.controller.UserController.user(java.lang.String) 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/updateUser],methods=[PUT]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.User> com.franco.app.controller.UserController.updateUser(com.franco.app.dataobjects.User) throws java.io.IOException 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/login],methods=[POST]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.User> com.franco.app.controller.UserController.login(com.franco.app.vo.LoginVO) throws java.io.IOException 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/user/list/{roleId}],methods=[GET]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.franco.app.dataobjects.User>> com.franco.app.controller.UserController.usersListByRole(java.lang.String) 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/allusers],methods=[GET]}" onto public org.springframework.http.ResponseEntity<java.util.List<com.franco.app.dataobjects.User>> com.franco.app.controller.UserController.usersList() 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/addUser],methods=[POST]}" onto public org.springframework.http.ResponseEntity<com.franco.app.dataobjects.User> com.franco.app.controller.UserController.addUser(com.franco.app.dataobjects.User) throws java.io.IOException 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest) 
00:37:30.479 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) 
00:37:30.518 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
00:37:30.518 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
00:37:30.533 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler] 
00:37:30.564 [main] INFO  o.s.d.r.w.RepositoryRestHandlerMapping - Mapped "{[/{repository}/{id}],methods=[DELETE],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.data.rest.webmvc.RepositoryEntityController.deleteItemResource(org.springframework.data.rest.webmvc.RootResourceInformation,java.io.Serializable,org.springframework.data.rest.webmvc.support.ETag) throws org.springframework.data.rest.webmvc.ResourceNotFoundException,org.springframework.web.HttpRequestMethodNotSupportedException 
00:37:30.564 [main] INFO  o.s.d.r.w.RepositoryRestHandlerMapping - Mapped "{[/{repository}/{id}],methods=[PATCH],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<org.springframework.hateoas.ResourceSupport> org.springframework.data.rest.webmvc.RepositoryEntityController.patchItemResource(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.data.rest.webmvc.PersistentEntityResource,java.io.Serializable,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler,org.springframework.data.rest.webmvc.support.ETag,java.lang.String) throws org.springframework.web.HttpRequestMethodNotSupportedException,org.springframework.data.rest.webmvc.ResourceNotFoundException 
00:37:30.564 [main] INFO  o.s.d.r.w.RepositoryRestHandlerMapping - Mapped "{[/{repository}/{id}],methods=[OPTIONS],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.data.rest.webmvc.RepositoryEntityController.optionsForItemResource(org.springframework.data.rest.webmvc.RootResourceInformation) 
00:37:30.564 [main] INFO  o.s.d.r.w.RepositoryRestHandlerMapping - Mapped "{[/{repository}/{id}],methods=[HEAD],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.data.rest.webmvc.RepositoryEntityController.headForItemResource(org.springframework.data.rest.webmvc.RootResourceInformation,java.io.Serializable,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler) throws org.springframework.web.HttpRequestMethodNotSupportedException 
00:37:30.564 [main] INFO  o.s.d.r.w.RepositoryRestHandlerMapping - Mapped "{[/{repository}],methods=[GET],produces=[application/x-spring-data-compact+json || text/uri-list]}" onto public org.springframework.hateoas.Resources<?> org.springframework.data.rest.webmvc.RepositoryEntityController.getCollectionResourceCompact(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.data.rest.webmvc.support.DefaultedPageable,org.springframework.data.domain.Sort,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler) throws org.springframework.data.rest.webmvc.ResourceNotFoundException,org.springframework.web.HttpRequestMethodNotSupportedException 
00:37:30.564 [main] INFO  o.s.d.r.w.RepositoryRestHandlerMapping - Mapped "{[/{repository}],methods=[POST],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<org.springframework.hateoas.ResourceSupport> org.springframework.data.rest.webmvc.RepositoryEntityController.postCollectionResource(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.data.rest.webmvc.PersistentEntityResource,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler,java.lang.String) throws org.springframework.web.HttpRequestMethodNotSupportedException 
00:37:30.564 [main] INFO  o.s.d.r.w.RepositoryRestHandlerMapping - Mapped "{[/{repository}],methods=[HEAD],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.data.rest.webmvc.RepositoryEntityController.headCollectionResource(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.data.rest.webmvc.support.DefaultedPageable) throws org.springframework.web.HttpRequestMethodNotSupportedException 
00:37:30.564 [main] INFO  o.s.d.r.w.RepositoryRestHandlerMapping - Mapped "{[/{repository}],methods=[GET],produces=[application/hal+json || application/json]}" onto public org.springframework.hateoas.Resources<?> org.springframework.data.rest.webmvc.RepositoryEntityController.getCollectionResource(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.data.rest.webmvc.support.DefaultedPageable,org.springframework.data.domain.Sort,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler) throws org.springframework.data.rest.webmvc.ResourceNotFoundException,org.springframework.web.HttpRequestMethodNotSupportedException 
00:37:30.564 [main] INFO  o.s.d.r.w.RepositoryRestHandlerMapping - Mapped "{[/{repository}],methods=[OPTIONS],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.data.rest.webmvc.RepositoryEntityController.optionsForCollectionResource(org.springframework.data.rest.webmvc.RootResourceInformation) 
00:37:30.564 [main] INFO  o.s.d.r.w.RepositoryRestHandlerMapping - Mapped "{[/{repository}/{id}],methods=[PUT],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<? extends org.springframework.hateoas.ResourceSupport> org.springframework.data.rest.webmvc.RepositoryEntityController.putItemResource(org.springframework.data.rest.webmvc.RootResourceInformation,org.springframework.data.rest.webmvc.PersistentEntityResource,java.io.Serializable,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler,org.springframework.data.rest.webmvc.support.ETag,java.lang.String) throws org.springframework.web.HttpRequestMethodNotSupportedException 
00:37:30.564 [main] INFO  o.s.d.r.w.RepositoryRestHandlerMapping - Mapped "{[/{repository}/{id}],methods=[GET],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<org.springframework.hateoas.Resource<?>> org.springframework.data.rest.webmvc.RepositoryEntityController.getItemResource(org.springframework.data.rest.webmvc.RootResourceInformation,java.io.Serializable,org.springframework.data.rest.webmvc.PersistentEntityResourceAssembler,org.springframework.http.HttpHeaders) throws org.springframework.web.HttpRequestMethodNotSupportedException 
00:37:30.564 [main] INFO  o.s.d.r.w.RepositoryRestHandlerMapping - Mapped "{[/ || ],methods=[HEAD],produces=[application/hal+json || application/json]}" onto public org.springframework.http.ResponseEntity<?> org.springframework.data.rest.webmvc.RepositoryController.headForRepositories() 
00:37:30.564 [main] INFO  o.s.d.r.w.RepositoryRestHandlerMapping - Mapped "{[/ || ],methods=[OPTIONS],produces=[application/hal+json || application/json]}" onto public org.springframework.http.HttpEntity<?> org.springframework.data.rest.webmvc.RepositoryController.optionsForRepositories() 
